customer_id,registration_date,region,acquisition_channel,nps_score,nps_category,total_transactions,total_revenue,avg_ticket,first_purchase,last_purchase,days_since_last_purchase,tenure_days,retargeting_segment,is_high_value,priority_winback
200,2024-03-30,Valparaiso,mercadolibre_ads,,No Response,1.0,29490.0,29490.0,2024-08-10,2024-08-10,173.0,0.0,At Risk,False,False
201,2023-11-05,Valparaiso,facebook_ads,7.0,Passive,2.0,144626.0,72313.0,2023-03-10,2024-03-01,335.0,357.0,Dormant,True,True
202,2023-01-27,Metropolitana,organic,,No Response,2.0,43620.0,21810.0,2023-04-24,2023-07-19,561.0,86.0,Dormant,False,False
203,2023-02-22,Metropolitana,organic,9.0,Promoter,1.0,40470.0,40470.0,2024-05-10,2024-05-10,265.0,0.0,Dormant,False,False
204,2024-11-17,Metropolitana,google_ads,,No Response,3.0,63860.0,21286.666666666668,2023-04-30,2023-12-23,404.0,237.0,Dormant,False,False
205,2023-10-07,Metropolitana,google_ads,9.0,Promoter,1.0,48924.0,48924.0,2024-08-03,2024-08-03,180.0,0.0,At Risk,False,False
206,2023-01-03,Coquimbo,google_ads,,No Response,,,,,,,,,False,False
207,2023-02-02,Metropolitana,mercadolibre_ads,9.0,Promoter,1.0,14970.0,14970.0,2023-07-23,2023-07-23,557.0,0.0,Dormant,False,False
208,2023-11-23,Maule,google_ads,10.0,Promoter,3.0,94454.0,31484.666666666668,2023-12-14,2024-11-17,74.0,339.0,Active,False,False
209,2023-01-02,Metropolitana,mercadolibre_ads,9.0,Promoter,4.0,190831.0,47707.75,2023-01-20,2024-06-23,221.0,520.0,Dormant,True,True
210,2023-02-22,Araucania,instagram_ads,,No Response,1.0,61970.0,61970.0,2024-04-06,2024-04-06,299.0,0.0,Dormant,False,False
211,2023-08-27,Maule,google_ads,7.0,Passive,2.0,64524.0,32262.0,2024-04-08,2024-08-04,179.0,118.0,At Risk,False,False
212,2023-12-20,Biobio,google_ads,10.0,Promoter,1.0,44980.0,44980.0,2024-05-19,2024-05-19,256.0,0.0,Dormant,False,False
213,2023-11-13,Valparaiso,mercadolibre_ads,,No Response,,,,,,,,,False,False
214,2023-03-18,Valparaiso,google_ads,,No Response,,,,,,,,,False,False
215,2024-01-09,Metropolitana,facebook_ads,,No Response,,,,,,,,,False,False
216,2023-03-23,Los Lagos,mercadolibre_ads,,No Response,,,,,,,,,False,False
217,2023-04-29,OHiggins,organic,,No Response,,,,,,,,,False,False
218,2024-02-16,Coquimbo,facebook_ads,1.0,Detractor,3.0,73353.0,24451.0,2023-05-15,2024-04-02,303.0,323.0,Dormant,False,False
219,2023-11-11,Metropolitana,facebook_ads,8.0,Passive,1.0,8885.0,8885.0,2023-01-10,2023-01-10,751.0,0.0,Dormant,False,False
220,2024-07-21,Araucania,google_ads,2.0,Detractor,2.0,103522.0,51761.0,2023-02-01,2024-01-26,370.0,359.0,Dormant,False,False
221,2023-11-18,Los Lagos,instagram_ads,,No Response,,,,,,,,,False,False
222,2023-09-10,Metropolitana,mercadolibre_ads,,No Response,2.0,38112.0,19056.0,2023-04-13,2023-11-20,437.0,221.0,Dormant,False,False
223,2023-01-30,Metropolitana,mercadolibre_ads,,No Response,,,,,,,,,False,False
224,2023-05-18,Araucania,facebook_ads,8.0,Passive,1.0,26927.0,26927.0,2024-08-06,2024-08-06,177.0,0.0,At Risk,False,False
225,2023-04-03,Biobio,mercadolibre_ads,,No Response,,,,,,,,,False,False
226,2023-03-25,OHiggins,mercadolibre_ads,,No Response,5.0,84492.0,16898.4,2023-06-20,2024-12-23,38.0,552.0,Active,False,False
227,2024-12-31,Metropolitana,google_ads,,No Response,4.0,72463.0,18115.75,2023-07-17,2024-11-26,65.0,498.0,Active,False,False
228,2023-05-30,Maule,mercadolibre_ads,8.0,Passive,2.0,57460.0,28730.0,2024-04-16,2024-06-23,221.0,68.0,Dormant,False,False
229,2024-10-29,Metropolitana,instagram_ads,,No Response,,,,,,,,,False,False
230,2023-10-27,Metropolitana,google_ads,,No Response,,,,,,,,,False,False
231,2024-04-20,Metropolitana,instagram_ads,,No Response,,,,,,,,,False,False
232,2023-07-29,Maule,mercadolibre_ads,,No Response,1.0,39012.0,39012.0,2023-04-16,2023-04-16,655.0,0.0,Dormant,False,False
233,2023-09-16,Biobio,mercadolibre_ads,,No Response,1.0,15490.0,15490.0,2024-01-04,2024-01-04,392.0,0.0,Dormant,False,False
234,2023-07-23,Valparaiso,organic,7.0,Passive,2.0,62149.0,31074.5,2023-08-25,2023-10-29,459.0,65.0,Dormant,False,False
235,2023-03-07,Metropolitana,mercadolibre_ads,6.0,Detractor,1.0,38234.0,38234.0,2024-06-02,2024-06-02,242.0,0.0,Dormant,False,False
236,2024-01-20,OHiggins,google_ads,,No Response,2.0,86264.0,43132.0,2023-05-17,2024-04-26,279.0,345.0,Dormant,False,False
237,2023-04-09,Metropolitana,facebook_ads,10.0,Promoter,1.0,23980.0,23980.0,2024-10-28,2024-10-28,94.0,0.0,At Risk,False,False
238,2023-01-08,Maule,mercadolibre_ads,9.0,Promoter,1.0,24283.0,24283.0,2023-04-27,2023-04-27,644.0,0.0,Dormant,False,False
239,2023-11-08,Valparaiso,instagram_ads,,No Response,2.0,70864.0,35432.0,2023-10-04,2024-01-05,391.0,93.0,Dormant,False,False
240,2023-02-28,Metropolitana,organic,10.0,Promoter,1.0,64053.0,64053.0,2023-04-18,2023-04-18,653.0,0.0,Dormant,False,False
241,2024-12-31,Valparaiso,instagram_ads,2.0,Detractor,1.0,26480.0,26480.0,2024-01-17,2024-01-17,379.0,0.0,Dormant,False,False
242,2024-12-31,Metropolitana,instagram_ads,,No Response,,,,,,,,,False,False
243,2024-12-31,Araucania,instagram_ads,9.0,Promoter,1.0,8758.0,8758.0,2023-01-16,2023-01-16,745.0,0.0,Dormant,False,False
244,2023-05-19,Valparaiso,google_ads,,No Response,,,,,,,,,False,False
245,2023-01-05,Metropolitana,google_ads,10.0,Promoter,3.0,59766.0,19922.0,2023-01-14,2024-12-25,36.0,711.0,Active,False,False
246,2024-12-31,Los Lagos,facebook_ads,,No Response,3.0,62798.0,20932.666666666668,2023-07-28,2024-12-20,41.0,511.0,Active,False,False
247,2023-06-17,Metropolitana,organic,5.0,Detractor,3.0,72742.0,24247.33333333333,2023-03-20,2023-10-21,467.0,215.0,Dormant,False,False
248,2024-12-31,Valparaiso,organic,6.0,Detractor,1.0,57220.0,57220.0,2024-04-21,2024-04-21,284.0,0.0,Dormant,False,False
249,2024-12-31,Los Lagos,instagram_ads,,No Response,,,,,,,,,False,False
250,2024-07-29,Biobio,facebook_ads,,No Response,1.0,45470.0,45470.0,2024-04-21,2024-04-21,284.0,0.0,Dormant,False,False
251,2023-04-15,Metropolitana,google_ads,,No Response,2.0,43470.0,21735.0,2024-02-15,2024-08-31,152.0,198.0,At Risk,False,False
252,2023-05-26,Los Lagos,mercadolibre_ads,,No Response,3.0,164456.0,54818.66666666666,2023-10-11,2024-06-02,242.0,235.0,Dormant,True,True
253,2024-07-25,Biobio,mercadolibre_ads,,No Response,,,,,,,,,False,False
254,2023-04-25,Metropolitana,organic,10.0,Promoter,2.0,51008.0,25504.0,2023-04-18,2024-04-30,275.0,378.0,Dormant,False,False
255,2023-02-25,Metropolitana,mercadolibre_ads,,No Response,,,,,,,,,False,False
256,2023-09-02,Maule,google_ads,10.0,Promoter,3.0,133232.0,44410.66666666666,2023-05-21,2025-01-26,4.0,616.0,Active,True,False
257,2024-12-31,Biobio,google_ads,,No Response,3.0,49887.0,16629.0,2023-02-28,2024-08-13,170.0,532.0,At Risk,False,False
258,2023-12-24,Valparaiso,google_ads,,No Response,,,,,,,,,False,False
259,2023-09-11,Los Lagos,organic,7.0,Passive,1.0,37416.0,37416.0,2023-07-20,2023-07-20,560.0,0.0,Dormant,False,False
260,2023-01-31,Maule,mercadolibre_ads,,No Response,1.0,32471.0,32471.0,2023-03-22,2023-03-22,680.0,0.0,Dormant,False,False
261,2023-10-14,Metropolitana,mercadolibre_ads,7.0,Passive,2.0,57646.0,28823.0,2023-05-30,2023-07-28,552.0,59.0,Dormant,False,False
262,2024-12-31,Metropolitana,instagram_ads,9.0,Promoter,4.0,125523.0,31380.75,2023-05-06,2024-05-30,245.0,390.0,Dormant,False,False
263,2023-02-15,Metropolitana,mercadolibre_ads,,No Response,,,,,,,,,False,False
264,2023-08-08,Araucania,google_ads,10.0,Promoter,1.0,13637.0,13637.0,2023-12-10,2023-12-10,417.0,0.0,Dormant,False,False
265,2024-09-21,Metropolitana,organic,,No Response,2.0,136833.0,68416.5,2023-05-05,2024-01-02,394.0,242.0,Dormant,True,True
266,2024-02-10,Biobio,organic,10.0,Promoter,3.0,103371.0,34457.0,2023-01-13,2024-12-08,53.0,695.0,Active,False,False
267,2023-12-25,Maule,mercadolibre_ads,,No Response,,,,,,,,,False,False
268,2023-12-30,OHiggins,google_ads,,No Response,1.0,15490.0,15490.0,2024-03-18,2024-03-18,318.0,0.0,Dormant,False,False
269,2023-05-14,Metropolitana,mercadolibre_ads,10.0,Promoter,1.0,9990.0,9990.0,2024-03-02,2024-03-02,334.0,0.0,Dormant,False,False
270,2023-04-15,OHiggins,mercadolibre_ads,9.0,Promoter,2.0,141622.0,70811.0,2023-12-22,2024-12-09,52.0,353.0,Active,True,False
271,2024-05-12,Metropolitana,facebook_ads,,No Response,,,,,,,,,False,False
272,2024-05-13,OHiggins,instagram_ads,9.0,Promoter,1.0,14408.0,14408.0,2024-10-31,2024-10-31,91.0,0.0,At Risk,False,False
273,2024-08-28,Metropolitana,instagram_ads,,No Response,,,,,,,,,False,False
274,2024-12-31,Metropolitana,organic,,No Response,,,,,,,,,False,False
275,2023-08-03,Maule,google_ads,10.0,Promoter,1.0,17072.0,17072.0,2024-09-08,2024-09-08,144.0,0.0,At Risk,False,False
276,2023-07-28,Metropolitana,organic,,No Response,1.0,18384.0,18384.0,2023-10-02,2023-10-02,486.0,0.0,Dormant,False,False
277,2024-04-25,Metropolitana,google_ads,10.0,Promoter,3.0,57002.0,19000.666666666668,2023-06-11,2024-11-09,82.0,517.0,Active,False,False
278,2023-11-11,Araucania,instagram_ads,,No Response,1.0,27889.0,27889.0,2023-09-03,2023-09-03,515.0,0.0,Dormant,False,False
279,2023-12-30,Araucania,organic,10.0,Promoter,1.0,31480.0,31480.0,2025-01-20,2025-01-20,10.0,0.0,Active,False,False
280,2024-04-21,Biobio,facebook_ads,,No Response,,,,,,,,,False,False
281,2024-10-24,Araucania,facebook_ads,10.0,Promoter,2.0,38345.0,19172.5,2023-12-28,2024-01-31,365.0,34.0,Dormant,False,False
282,2023-05-04,Valparaiso,google_ads,3.0,Detractor,2.0,130428.0,65214.0,2024-05-10,2024-07-05,209.0,56.0,Dormant,True,True
283,2023-05-22,Metropolitana,mercadolibre_ads,7.0,Passive,2.0,42480.0,21240.0,2024-02-20,2024-08-09,174.0,171.0,At Risk,False,False
284,2023-01-30,Metropolitana,organic,7.0,Passive,2.0,31980.0,15990.0,2024-03-17,2025-01-12,18.0,301.0,Active,False,False
285,2023-09-17,Metropolitana,mercadolibre_ads,,No Response,,,,,,,,,False,False
286,2023-01-11,Los Lagos,mercadolibre_ads,7.0,Passive,2.0,69444.0,34722.0,2023-03-16,2024-01-26,370.0,316.0,Dormant,False,False
287,2023-07-07,Biobio,organic,,No Response,1.0,13688.0,13688.0,2024-08-22,2024-08-22,161.0,0.0,At Risk,False,False
288,2023-08-23,Valparaiso,mercadolibre_ads,10.0,Promoter,5.0,148512.0,29702.4,2023-01-27,2024-12-30,31.0,703.0,Active,True,False
289,2023-04-12,Valparaiso,organic,9.0,Promoter,4.0,80240.0,20060.0,2023-01-25,2024-09-16,136.0,600.0,At Risk,False,False
290,2023-09-26,Los Lagos,organic,,No Response,2.0,44931.0,22465.5,2024-08-08,2024-12-16,45.0,130.0,Active,False,False
291,2023-01-10,Metropolitana,mercadolibre_ads,,No Response,,,,,,,,,False,False
292,2023-01-12,Biobio,organic,10.0,Promoter,2.0,56961.0,28480.5,2023-02-18,2024-01-26,370.0,342.0,Dormant,False,False
293,2024-06-02,Valparaiso,facebook_ads,7.0,Passive,1.0,7707.0,7707.0,2023-03-20,2023-03-20,682.0,0.0,Dormant,False,False
294,2023-05-14,Biobio,mercadolibre_ads,,No Response,2.0,59281.0,29640.5,2023-07-02,2024-11-10,81.0,497.0,Active,False,False
295,2023-02-10,Metropolitana,google_ads,9.0,Promoter,2.0,117800.0,58900.0,2023-03-29,2024-11-24,67.0,606.0,Active,False,False
296,2023-08-10,OHiggins,mercadolibre_ads,,No Response,,,,,,,,,False,False
297,2024-03-16,Los Lagos,mercadolibre_ads,,No Response,,,,,,,,,False,False
298,2023-03-14,Biobio,organic,9.0,Promoter,1.0,12990.0,12990.0,2024-06-03,2024-06-03,241.0,0.0,Dormant,False,False
299,2023-10-20,Araucania,google_ads,9.0,Promoter,2.0,34980.0,17490.0,2024-08-01,2025-01-25,5.0,177.0,Active,False,False
300,2023-01-27,Los Lagos,google_ads,,No Response,,,,,,,,,False,False
301,2023-01-16,Araucania,organic,9.0,Promoter,4.0,73075.0,18268.75,2023-02-23,2024-09-27,125.0,582.0,At Risk,False,False
302,2023-08-16,Metropolitana,instagram_ads,,No Response,1.0,39098.0,39098.0,2023-07-08,2023-07-08,572.0,0.0,Dormant,False,False
303,2023-08-22,Biobio,organic,,No Response,,,,,,,,,False,False
304,2023-11-01,Biobio,google_ads,,No Response,2.0,107387.0,53693.5,2024-05-16,2024-07-12,202.0,57.0,Dormant,False,False
305,2024-01-24,Valparaiso,facebook_ads,9.0,Promoter,1.0,59480.0,59480.0,2024-12-03,2024-12-03,58.0,0.0,Active,False,False
306,2024-12-31,Araucania,instagram_ads,,No Response,,,,,,,,,False,False
307,2023-08-06,Los Lagos,facebook_ads,,No Response,,,,,,,,,False,False
308,2023-04-28,Los Lagos,google_ads,9.0,Promoter,1.0,40044.0,40044.0,2024-03-08,2024-03-08,328.0,0.0,Dormant,False,False
309,2024-04-20,Valparaiso,google_ads,,No Response,2.0,52366.0,26183.0,2024-04-19,2024-10-22,100.0,186.0,At Risk,False,False
310,2023-04-05,Metropolitana,google_ads,,No Response,5.0,139383.0,27876.6,2023-06-24,2024-08-14,169.0,417.0,At Risk,True,False
311,2023-06-23,Coquimbo,organic,,No Response,1.0,33643.0,33643.0,2023-02-14,2023-02-14,716.0,0.0,Dormant,False,False
312,2023-01-25,OHiggins,facebook_ads,,No Response,,,,,,,,,False,False
313,2023-01-08,Metropolitana,mercadolibre_ads,,No Response,3.0,86266.0,28755.33333333333,2023-10-01,2024-02-13,352.0,135.0,Dormant,False,False
314,2024-12-31,Los Lagos,instagram_ads,1.0,Detractor,4.0,159245.0,39811.25,2023-06-28,2024-10-31,91.0,491.0,At Risk,True,False
315,2024-06-26,OHiggins,facebook_ads,,No Response,2.0,71026.0,35513.0,2024-04-07,2024-08-11,172.0,126.0,At Risk,False,False
316,2023-12-24,Valparaiso,google_ads,8.0,Passive,3.0,126269.0,42089.66666666666,2023-03-31,2024-04-28,277.0,394.0,Dormant,False,False
317,2023-06-07,Biobio,mercadolibre_ads,9.0,Promoter,1.0,15990.0,15990.0,2024-07-25,2024-07-25,189.0,0.0,Dormant,False,False
318,2023-02-27,Metropolitana,google_ads,8.0,Passive,1.0,55576.0,55576.0,2023-12-14,2023-12-14,413.0,0.0,Dormant,False,False
319,2023-02-21,Metropolitana,organic,10.0,Promoter,1.0,31490.0,31490.0,2024-04-29,2024-04-29,276.0,0.0,Dormant,False,False
320,2023-03-28,Metropolitana,organic,7.0,Passive,1.0,14490.0,14490.0,2024-02-02,2024-02-02,363.0,0.0,Dormant,False,False
321,2023-08-28,Maule,mercadolibre_ads,,No Response,,,,,,,,,False,False
322,2024-01-12,Metropolitana,mercadolibre_ads,,No Response,2.0,44348.0,22174.0,2023-09-19,2024-12-26,35.0,464.0,Active,False,False
323,2023-11-20,Metropolitana,instagram_ads,,No Response,,,,,,,,,False,False
324,2023-04-09,Metropolitana,mercadolibre_ads,,No Response,5.0,71856.0,14371.2,2023-02-09,2024-09-08,144.0,577.0,At Risk,False,False
325,2024-12-31,Valparaiso,instagram_ads,7.0,Passive,2.0,58558.0,29279.0,2023-08-21,2024-09-10,142.0,386.0,At Risk,False,False
326,2024-02-06,Los Lagos,google_ads,10.0,Promoter,3.0,171968.0,57322.66666666666,2023-07-17,2024-07-26,188.0,375.0,Dormant,True,True
327,2023-08-31,Metropolitana,mercadolibre_ads,7.0,Passive,3.0,115758.0,38586.0,2023-09-20,2024-09-16,136.0,362.0,At Risk,False,False
328,2023-10-11,Metropolitana,facebook_ads,9.0,Promoter,1.0,6990.0,6990.0,2024-09-04,2024-09-04,148.0,0.0,At Risk,False,False
329,2023-06-13,Araucania,mercadolibre_ads,,No Response,,,,,,,,,False,False
330,2023-03-27,Valparaiso,mercadolibre_ads,10.0,Promoter,2.0,57970.0,28985.0,2024-02-23,2024-09-13,139.0,203.0,At Risk,False,False
331,2023-05-13,Metropolitana,mercadolibre_ads,8.0,Passive,1.0,19610.0,19610.0,2024-06-20,2024-06-20,224.0,0.0,Dormant,False,False
332,2024-03-01,Valparaiso,facebook_ads,,No Response,,,,,,,,,False,False
333,2023-01-05,Metropolitana,mercadolibre_ads,10.0,Promoter,4.0,124125.0,31031.25,2023-06-29,2024-11-15,76.0,505.0,Active,False,False
334,2023-02-07,Metropolitana,instagram_ads,6.0,Detractor,1.0,25480.0,25480.0,2024-10-08,2024-10-08,114.0,0.0,At Risk,False,False
335,2023-01-15,Valparaiso,instagram_ads,9.0,Promoter,1.0,27460.0,27460.0,2023-04-09,2023-04-09,662.0,0.0,Dormant,False,False
336,2023-01-13,Valparaiso,mercadolibre_ads,8.0,Passive,2.0,133118.0,66559.0,2023-04-04,2024-05-04,271.0,396.0,Dormant,True,True
337,2024-08-03,Los Lagos,mercadolibre_ads,2.0,Detractor,2.0,54916.0,27458.0,2024-11-10,2024-12-05,56.0,25.0,Active,False,False
338,2023-12-31,Metropolitana,facebook_ads,9.0,Promoter,1.0,24490.0,24490.0,2024-09-04,2024-09-04,148.0,0.0,At Risk,False,False
339,2023-07-12,Biobio,organic,10.0,Promoter,2.0,47228.0,23614.0,2023-02-20,2024-11-01,90.0,620.0,Active,False,False
340,2023-01-31,Biobio,organic,8.0,Passive,2.0,61696.0,30848.0,2023-04-27,2024-01-08,388.0,256.0,Dormant,False,False
341,2023-07-22,Metropolitana,mercadolibre_ads,9.0,Promoter,1.0,8480.0,8480.0,2024-03-01,2024-03-01,335.0,0.0,Dormant,False,False
342,2023-07-12,Biobio,google_ads,,No Response,,,,,,,,,False,False
343,2023-02-27,Metropolitana,facebook_ads,,No Response,1.0,15490.0,15490.0,2024-10-06,2024-10-06,116.0,0.0,At Risk,False,False
344,2023-06-20,Coquimbo,google_ads,8.0,Passive,1.0,51022.0,51022.0,2023-05-23,2023-05-23,618.0,0.0,Dormant,False,False
345,2023-06-02,Metropolitana,google_ads,6.0,Detractor,1.0,34076.0,34076.0,2024-09-09,2024-09-09,143.0,0.0,At Risk,False,False
346,2023-10-15,Valparaiso,google_ads,8.0,Passive,1.0,20983.0,20983.0,2023-05-02,2023-05-02,639.0,0.0,Dormant,False,False
347,2023-10-30,Metropolitana,mercadolibre_ads,,No Response,,,,,,,,,False,False
348,2023-01-14,Coquimbo,mercadolibre_ads,,No Response,1.0,22540.0,22540.0,2023-03-16,2023-03-16,686.0,0.0,Dormant,False,False
349,2023-05-21,Valparaiso,instagram_ads,9.0,Promoter,1.0,11374.0,11374.0,2023-04-26,2023-04-26,645.0,0.0,Dormant,False,False
350,2023-10-22,Biobio,organic,,No Response,2.0,24239.0,12119.5,2023-11-04,2023-11-10,447.0,6.0,Dormant,False,False
351,2023-07-29,Metropolitana,instagram_ads,,No Response,,,,,,,,,False,False
352,2024-08-05,Araucania,facebook_ads,,No Response,1.0,26259.0,26259.0,2023-12-18,2023-12-18,409.0,0.0,Dormant,False,False
353,2023-11-19,Metropolitana,google_ads,,No Response,,,,,,,,,False,False
354,2023-02-23,Los Lagos,google_ads,9.0,Promoter,2.0,39470.0,19735.0,2024-07-05,2024-08-28,155.0,54.0,At Risk,False,False
355,2023-01-22,Metropolitana,mercadolibre_ads,,No Response,2.0,26980.0,13490.0,2024-01-15,2024-05-04,271.0,110.0,Dormant,False,False
356,2023-11-05,Metropolitana,instagram_ads,,No Response,,,,,,,,,False,False
357,2023-01-09,Metropolitana,facebook_ads,,No Response,,,,,,,,,False,False
358,2023-09-22,Valparaiso,google_ads,,No Response,4.0,101333.0,25333.25,2023-05-10,2024-02-28,337.0,294.0,Dormant,False,False
359,2024-12-31,Biobio,google_ads,,No Response,2.0,45164.0,22582.0,2023-02-20,2024-07-14,200.0,510.0,Dormant,False,False
360,2023-09-15,Metropolitana,google_ads,,No Response,2.0,44505.0,22252.5,2023-05-08,2023-11-05,452.0,181.0,Dormant,False,False
361,2023-05-28,Maule,facebook_ads,,No Response,,,,,,,,,False,False
362,2023-11-06,Valparaiso,mercadolibre_ads,,No Response,,,,,,,,,False,False
363,2023-07-03,Valparaiso,google_ads,,No Response,1.0,19990.0,19990.0,2024-08-23,2024-08-23,160.0,0.0,At Risk,False,False
364,2023-08-25,Valparaiso,google_ads,,No Response,1.0,16893.0,16893.0,2023-07-18,2023-07-18,562.0,0.0,Dormant,False,False
365,2024-12-31,Valparaiso,facebook_ads,6.0,Detractor,1.0,63765.0,63765.0,2023-06-15,2023-06-15,595.0,0.0,Dormant,False,False
366,2023-05-27,Biobio,organic,,No Response,,,,,,,,,False,False
367,2024-12-31,Metropolitana,facebook_ads,10.0,Promoter,4.0,132604.0,33151.0,2023-03-12,2024-06-25,219.0,471.0,Dormant,True,True
368,2024-12-08,Metropolitana,instagram_ads,,No Response,3.0,137814.0,45938.0,2023-01-25,2023-09-24,494.0,242.0,Dormant,True,True
369,2023-03-07,OHiggins,organic,,No Response,1.0,18988.0,18988.0,2023-10-10,2023-10-10,478.0,0.0,Dormant,False,False
370,2023-01-22,Los Lagos,mercadolibre_ads,,No Response,1.0,31490.0,31490.0,2024-11-01,2024-11-01,90.0,0.0,Active,False,False
371,2023-02-01,Metropolitana,instagram_ads,,No Response,1.0,16490.0,16490.0,2024-08-10,2024-08-10,173.0,0.0,At Risk,False,False
372,2023-01-06,Metropolitana,organic,1.0,Detractor,1.0,18680.0,18680.0,2024-08-15,2024-08-15,168.0,0.0,At Risk,False,False
373,2023-01-30,Biobio,facebook_ads,,No Response,3.0,138820.0,46273.333333333336,2023-02-26,2024-07-02,212.0,492.0,Dormant,True,True
374,2023-12-11,Valparaiso,google_ads,7.0,Passive,2.0,57304.0,28652.0,2023-05-06,2023-05-15,626.0,9.0,Dormant,False,False
375,2023-01-23,Metropolitana,mercadolibre_ads,,No Response,1.0,47982.0,47982.0,2023-07-24,2023-07-24,556.0,0.0,Dormant,False,False
376,2023-04-26,Metropolitana,facebook_ads,,No Response,,,,,,,,,False,False
377,2024-07-13,Araucania,google_ads,8.0,Passive,3.0,77476.0,25825.33333333333,2023-04-05,2024-06-16,228.0,438.0,Dormant,False,False
378,2023-01-08,Biobio,mercadolibre_ads,,No Response,,,,,,,,,False,False
379,2024-05-20,Metropolitana,google_ads,,No Response,,,,,,,,,False,False
380,2023-04-10,Metropolitana,mercadolibre_ads,3.0,Detractor,2.0,41751.0,20875.5,2023-05-23,2024-09-16,136.0,482.0,At Risk,False,False
381,2023-02-07,Metropolitana,organic,10.0,Promoter,1.0,66040.0,66040.0,2023-12-09,2023-12-09,418.0,0.0,Dormant,False,False
382,2023-12-24,Araucania,mercadolibre_ads,9.0,Promoter,2.0,42443.0,21221.5,2023-05-05,2024-06-06,238.0,398.0,Dormant,False,False
383,2023-10-25,Metropolitana,instagram_ads,8.0,Passive,2.0,71415.0,35707.5,2023-06-20,2024-02-27,338.0,252.0,Dormant,False,False
384,2024-09-21,Metropolitana,google_ads,7.0,Passive,1.0,30772.0,30772.0,2023-09-07,2023-09-07,511.0,0.0,Dormant,False,False
385,2024-02-03,Maule,facebook_ads,,No Response,2.0,40856.0,20428.0,2023-06-17,2024-11-21,70.0,523.0,Active,False,False
386,2024-05-03,Metropolitana,google_ads,,No Response,1.0,30490.0,30490.0,2024-08-18,2024-08-18,165.0,0.0,At Risk,False,False
387,2023-04-10,Biobio,google_ads,9.0,Promoter,2.0,40980.0,20490.0,2024-09-01,2025-01-30,0.0,151.0,Active,False,False
388,2023-02-28,Metropolitana,organic,,No Response,1.0,31480.0,31480.0,2024-12-09,2024-12-09,52.0,0.0,Active,False,False
389,2024-02-21,Metropolitana,instagram_ads,,No Response,,,,,,,,,False,False
390,2024-05-08,Metropolitana,facebook_ads,0.0,Detractor,3.0,50170.0,16723.333333333332,2024-05-15,2024-10-27,95.0,165.0,At Risk,False,False
391,2024-12-31,Araucania,google_ads,8.0,Passive,1.0,41218.0,41218.0,2023-05-20,2023-05-20,621.0,0.0,Dormant,False,False
392,2023-06-09,OHiggins,organic,,No Response,2.0,86526.0,43263.0,2023-04-24,2024-05-17,258.0,389.0,Dormant,False,False
393,2023-05-20,OHiggins,organic,,No Response,,,,,,,,,False,False
394,2024-03-25,Metropolitana,facebook_ads,,No Response,2.0,155836.0,77918.0,2023-08-06,2024-06-04,240.0,303.0,Dormant,True,True
395,2023-05-06,Biobio,mercadolibre_ads,,No Response,,,,,,,,,False,False
396,2024-12-31,Metropolitana,instagram_ads,9.0,Promoter,1.0,8837.0,8837.0,2024-10-27,2024-10-27,95.0,0.0,At Risk,False,False
397,2024-08-09,Metropolitana,google_ads,10.0,Promoter,1.0,89470.0,89470.0,2024-08-03,2024-08-03,180.0,0.0,At Risk,False,False
398,2023-06-18,Los Lagos,mercadolibre_ads,,No Response,,,,,,,,,False,False
399,2024-02-21,Metropolitana,facebook_ads,,No Response,,,,,,,,,False,False
400,2024-02-26,Metropolitana,facebook_ads,1.0,Detractor,3.0,58946.0,19648.666666666668,2023-12-19,2024-11-02,89.0,319.0,Active,False,False
401,2023-02-02,Metropolitana,organic,10.0,Promoter,3.0,69194.0,23064.666666666668,2023-06-16,2024-05-23,252.0,342.0,Dormant,False,False
402,2024-11-29,Metropolitana,mercadolibre_ads,,No Response,,,,,,,,,False,False
403,2023-07-31,Metropolitana,organic,10.0,Promoter,1.0,14297.0,14297.0,2023-07-03,2023-07-03,577.0,0.0,Dormant,False,False
404,2024-06-09,Biobio,facebook_ads,,No Response,,,,,,,,,False,False
405,2023-04-26,Valparaiso,mercadolibre_ads,7.0,Passive,3.0,62650.0,20883.33333333333,2023-05-10,2025-01-29,1.0,630.0,Active,False,False
406,2024-11-08,Los Lagos,facebook_ads,10.0,Promoter,1.0,24242.0,24242.0,2023-06-01,2023-06-01,609.0,0.0,Dormant,False,False
407,2023-05-28,Maule,google_ads,8.0,Passive,2.0,69614.0,34807.0,2024-07-09,2025-01-22,8.0,197.0,Active,False,False
408,2023-01-04,Metropolitana,google_ads,9.0,Promoter,1.0,16832.0,16832.0,2024-02-16,2024-02-16,349.0,0.0,Dormant,False,False
409,2024-12-08,Metropolitana,facebook_ads,3.0,Detractor,2.0,83940.0,41970.0,2024-02-10,2024-12-05,56.0,299.0,Active,False,False
410,2023-01-29,Metropolitana,facebook_ads,0.0,Detractor,3.0,76750.0,25583.33333333333,2023-09-25,2024-11-18,73.0,420.0,Active,False,False
411,2023-04-26,Biobio,mercadolibre_ads,,No Response,,,,,,,,,False,False
412,2024-12-31,Metropolitana,mercadolibre_ads,,No Response,1.0,29480.0,29480.0,2024-04-18,2024-04-18,287.0,0.0,Dormant,False,False
413,2024-12-31,Biobio,google_ads,2.0,Detractor,4.0,165538.0,41384.5,2023-08-29,2024-10-17,105.0,415.0,At Risk,True,False
