transaction_id,customer_id,transaction_date,platform,product,quantity,unit_price,subtotal,shipping_cost,platform_fee,total_amount,year,month,quarter,day_of_week,is_weekend,season
808,144,2023-05-12,mercadolibre,pajamas,1,17078,17078,3500,2220.14,20578,2023,5,2,4,False,Fall
1258,190,2023-05-12,mercadolibre,tshirts,1,14755,14755,3500,1918.15,18255,2023,5,2,4,False,Fall
1961,154,2023-05-13,mercadolibre,shorts,1,16652,16652,5500,2164.76,22152,2023,5,2,5,True,Fall
469,47,2023-05-14,mercadolibre,socks,2,4392,8784,3500,1141.92,12284,2023,5,2,6,True,Fall
640,209,2023-05-14,mercadolibre,jackets,4,24227,96908,0,12598.04,96908,2023,5,2,6,True,Fall
1137,14,2023-05-14,mercadolibre,tshirts,2,11909,23818,3500,3096.34,27318,2023,5,2,6,True,Fall
442,218,2023-05-15,mercadolibre,shorts,4,10782,43128,0,5606.64,43128,2023,5,2,0,False,Fall
223,18,2023-05-15,mercadolibre,pajamas,4,15586,62344,0,8104.72,62344,2023,5,2,0,False,Fall
1801,17,2023-05-15,mercadolibre,pajamas,2,16428,32856,0,4271.28,32856,2023,5,2,0,False,Fall
1294,374,2023-05-15,mercadolibre,shorts,2,11291,22582,3500,2935.6600000000003,26082,2023,5,2,0,False,Fall
292,490,2023-05-16,mercadolibre,socks,4,5962,23848,3500,3100.24,27348,2023,5,2,1,False,Fall
529,80,2023-05-17,mercadolibre,tshirts,1,10226,10226,5500,1329.38,15726,2023,5,2,2,False,Fall
34,236,2023-05-17,mercadolibre,jackets,2,23397,46794,0,6083.22,46794,2023,5,2,2,False,Fall
343,16,2023-05-17,mercadolibre,tshirts,3,13958,41874,0,5443.62,41874,2023,5,2,2,False,Fall
1853,427,2023-05-18,mercadolibre,towels,4,13897,55588,0,7226.44,55588,2023,5,2,3,False,Fall
1358,23,2023-05-19,mercadolibre,towels,1,9800,9800,3500,1274.0,13300,2023,5,2,4,False,Fall
1373,391,2023-05-20,mercadolibre,jackets,2,20609,41218,0,5358.34,41218,2023,5,2,5,True,Fall
1881,16,2023-05-21,mercadolibre,shorts,4,11791,47164,0,6131.320000000001,47164,2023,5,2,6,True,Fall
330,256,2023-05-21,mercadolibre,jackets,3,20094,60282,0,7836.66,60282,2023,5,2,6,True,Fall
1422,380,2023-05-23,mercadolibre,tshirts,1,10271,10271,5500,1335.23,15771,2023,5,2,1,False,Fall
1218,19,2023-05-23,mercadolibre,pajamas,2,24825,49650,0,6454.5,49650,2023,5,2,1,False,Fall
534,344,2023-05-23,mercadolibre,jackets,2,25511,51022,0,6632.860000000001,51022,2023,5,2,1,False,Fall
620,1,2023-05-24,mercadolibre,socks,3,5574,16722,3500,2173.86,20222,2023,5,2,2,False,Fall
1132,79,2023-05-24,mercadolibre,towels,2,12616,25232,3500,3280.1600000000003,28732,2023,5,2,2,False,Fall
249,46,2023-05-24,mercadolibre,shorts,1,15186,15186,3500,1974.18,18686,2023,5,2,2,False,Fall
603,50,2023-05-24,mercadolibre,pajamas,1,24120,24120,3500,3135.6,27620,2023,5,2,2,False,Fall
1618,90,2023-05-25,mercadolibre,jackets,3,29995,89985,0,11698.05,89985,2023,5,2,3,False,Fall
1576,92,2023-05-25,mercadolibre,pajamas,1,18073,18073,5500,2349.49,23573,2023,5,2,3,False,Fall
847,186,2023-05-26,mercadolibre,jackets,2,24897,49794,0,6473.22,49794,2023,5,2,4,False,Fall
282,32,2023-05-27,mercadolibre,socks,2,5481,10962,3500,1425.06,14462,2023,5,2,5,True,Fall
1629,96,2023-05-27,mercadolibre,towels,1,12304,12304,3500,1599.52,15804,2023,5,2,5,True,Fall
1138,1,2023-05-28,mercadolibre,towels,1,12298,12298,5500,1598.74,17798,2023,5,2,6,True,Fall
358,85,2023-05-28,mercadolibre,tshirts,2,12138,24276,3500,3155.88,27776,2023,5,2,6,True,Fall
945,449,2023-05-30,mercadolibre,shorts,2,10648,21296,5500,2768.48,26796,2023,5,2,1,False,Fall
1790,261,2023-05-30,mercadolibre,pajamas,2,24439,48878,0,6354.14,48878,2023,5,2,1,False,Fall
1527,288,2023-05-30,mercadolibre,tshirts,2,10350,20700,3500,2691.0,24200,2023,5,2,1,False,Fall
575,91,2023-05-31,mercadolibre,jackets,1,29113,29113,5500,3784.69,34613,2023,5,2,2,False,Fall
1402,44,2023-05-31,mercadolibre,tshirts,1,12045,12045,3500,1565.85,15545,2023,5,2,2,False,Fall
1867,406,2023-06-01,mercadolibre,shorts,2,10371,20742,3500,2696.46,24242,2023,6,2,3,False,Winter
1071,35,2023-06-01,mercadolibre,jackets,2,20835,41670,0,5417.1,41670,2023,6,2,3,False,Winter
645,493,2023-06-01,mercadolibre,shorts,2,10555,21110,5500,2744.3,26610,2023,6,2,3,False,Winter
487,452,2023-06-02,mercadolibre,tshirts,3,12804,38412,0,4993.56,38412,2023,6,2,4,False,Winter
1671,163,2023-06-02,mercadolibre,towels,1,15608,15608,5500,2029.04,21108,2023,6,2,4,False,Winter
977,12,2023-06-03,mercadolibre,socks,1,4701,4701,5500,611.13,10201,2023,6,2,5,True,Winter
1101,31,2023-06-03,mercadolibre,shorts,4,16120,64480,0,8382.4,64480,2023,6,2,5,True,Winter
1231,4,2023-06-03,mercadolibre,tshirts,1,11752,11752,3500,1527.76,15252,2023,6,2,5,True,Winter
340,70,2023-06-04,mercadolibre,shorts,3,11978,35934,0,4671.42,35934,2023,6,2,6,True,Winter
1210,17,2023-06-04,mercadolibre,shorts,3,13584,40752,0,5297.76,40752,2023,6,2,6,True,Winter
159,36,2023-06-05,mercadolibre,pajamas,4,15017,60068,0,7808.84,60068,2023,6,2,0,False,Winter
1654,11,2023-06-05,mercadolibre,jackets,2,21996,43992,0,5718.96,43992,2023,6,2,0,False,Winter
799,84,2023-06-06,mercadolibre,pajamas,4,20257,81028,0,10533.64,81028,2023,6,2,1,False,Winter
1135,176,2023-06-06,mercadolibre,towels,1,13382,13382,3500,1739.66,16882,2023,6,2,1,False,Winter
1084,301,2023-06-06,mercadolibre,socks,2,4652,9304,5500,1209.52,14804,2023,6,2,1,False,Winter
428,34,2023-06-07,mercadolibre,pajamas,4,21479,85916,0,11169.08,85916,2023,6,2,2,False,Winter
1791,79,2023-06-08,mercadolibre,socks,4,5281,21124,5500,2746.12,26624,2023,6,2,3,False,Winter
816,38,2023-06-10,mercadolibre,socks,1,4797,4797,3500,623.61,8297,2023,6,2,5,True,Winter
1363,480,2023-06-10,mercadolibre,jackets,1,32446,32446,0,4217.9800000000005,32446,2023,6,2,5,True,Winter
930,60,2023-06-11,mercadolibre,shorts,4,15396,61584,0,8005.92,61584,2023,6,2,6,True,Winter
1765,5,2023-06-11,mercadolibre,shorts,2,10743,21486,3500,2793.1800000000003,24986,2023,6,2,6,True,Winter
1926,277,2023-06-11,mercadolibre,socks,1,4014,4014,3500,521.82,7514,2023,6,2,6,True,Winter
1978,135,2023-06-12,mercadolibre,pajamas,1,21987,21987,3500,2858.31,25487,2023,6,2,0,False,Winter
98,11,2023-06-13,mercadolibre,shorts,4,15136,60544,0,7870.72,60544,2023,6,2,1,False,Winter
1362,83,2023-06-13,mercadolibre,tshirts,1,11116,11116,5500,1445.0800000000002,16616,2023,6,2,1,False,Winter
1575,105,2023-06-14,mercadolibre,pajamas,1,23865,23865,3500,3102.4500000000003,27365,2023,6,2,2,False,Winter
786,21,2023-06-14,mercadolibre,socks,1,5403,5403,3500,702.39,8903,2023,6,2,2,False,Winter
653,24,2023-06-15,mercadolibre,tshirts,3,14399,43197,0,5615.610000000001,43197,2023,6,2,3,False,Winter
1948,365,2023-06-15,mercadolibre,pajamas,3,21255,63765,0,8289.45,63765,2023,6,2,3,False,Winter
1962,10,2023-06-15,mercadolibre,towels,2,12019,24038,3500,3124.94,27538,2023,6,2,3,False,Winter
1046,60,2023-06-15,mercadolibre,towels,4,15219,60876,0,7913.88,60876,2023,6,2,3,False,Winter
1517,451,2023-06-16,mercadolibre,tshirts,2,14949,29898,3500,3886.74,33398,2023,6,2,4,False,Winter
1782,401,2023-06-16,mercadolibre,tshirts,4,9431,37724,0,4904.12,37724,2023,6,2,4,False,Winter
402,45,2023-06-17,mercadolibre,towels,2,10562,21124,5500,2746.12,26624,2023,6,2,5,True,Winter
1539,385,2023-06-17,mercadolibre,shorts,1,10376,10376,3500,1348.88,13876,2023,6,2,5,True,Winter
526,14,2023-06-17,mercadolibre,tshirts,2,11405,22810,3500,2965.3,26310,2023,6,2,5,True,Winter
1066,480,2023-06-17,mercadolibre,shorts,1,15849,15849,3500,2060.37,19349,2023,6,2,5,True,Winter
1871,55,2023-06-17,mercadolibre,socks,3,3591,10773,5500,1400.49,16273,2023,6,2,5,True,Winter
128,435,2023-06-18,mercadolibre,towels,1,14179,14179,5500,1843.27,19679,2023,6,2,6,True,Winter
984,3,2023-06-18,mercadolibre,jackets,1,26076,26076,3500,3389.88,29576,2023,6,2,6,True,Winter
1248,469,2023-06-18,mercadolibre,shorts,2,15561,31122,0,4045.86,31122,2023,6,2,6,True,Winter
1522,23,2023-06-19,mercadolibre,socks,1,4820,4820,5500,626.6,10320,2023,6,2,0,False,Winter
324,383,2023-06-20,mercadolibre,jackets,2,27483,54966,0,7145.58,54966,2023,6,2,1,False,Winter
1891,85,2023-06-20,mercadolibre,towels,1,8740,8740,5500,1136.2,14240,2023,6,2,1,False,Winter
1627,226,2023-06-20,mercadolibre,socks,3,3859,11577,5500,1505.01,17077,2023,6,2,1,False,Winter
240,79,2023-06-21,mercadolibre,tshirts,3,13338,40014,0,5201.820000000001,40014,2023,6,2,2,False,Winter
1917,89,2023-06-22,mercadolibre,socks,1,4691,4691,5500,609.83,10191,2023,6,2,3,False,Winter
363,32,2023-06-24,mercadolibre,pajamas,2,22180,44360,0,5766.8,44360,2023,6,2,5,True,Winter
287,310,2023-06-24,mercadolibre,towels,2,14198,28396,5500,3691.48,33896,2023,6,2,5,True,Winter
395,5,2023-06-26,mercadolibre,socks,2,3823,7646,3500,993.98,11146,2023,6,2,0,False,Winter
457,42,2023-06-26,mercadolibre,towels,1,12917,12917,3500,1679.21,16417,2023,6,2,0,False,Winter
148,48,2023-06-27,mercadolibre,jackets,1,26841,26841,3500,3489.33,30341,2023,6,2,1,False,Winter
1414,39,2023-06-27,mercadolibre,jackets,2,25577,51154,0,6650.02,51154,2023,6,2,1,False,Winter
910,7,2023-06-28,mercadolibre,jackets,1,25317,25317,3500,3291.21,28817,2023,6,2,2,False,Winter
578,314,2023-06-28,mercadolibre,pajamas,3,22516,67548,0,8781.24,67548,2023,6,2,2,False,Winter
1775,500,2023-06-28,mercadolibre,towels,4,8157,32628,0,4241.64,32628,2023,6,2,2,False,Winter
254,92,2023-06-28,mercadolibre,towels,1,14258,14258,3500,1853.54,17758,2023,6,2,2,False,Winter
338,462,2023-06-28,mercadolibre,shorts,1,13871,13871,3500,1803.23,17371,2023,6,2,2,False,Winter
1332,26,2023-06-29,mercadolibre,pajamas,2,15937,31874,0,4143.62,31874,2023,6,2,3,False,Winter
998,128,2023-06-29,mercadolibre,pajamas,4,16097,64388,0,8370.44,64388,2023,6,2,3,False,Winter
1328,333,2023-06-29,mercadolibre,shorts,1,14578,14578,3500,1895.14,18078,2023,6,2,3,False,Winter
1200,77,2023-06-29,mercadolibre,jackets,2,31375,62750,0,8157.5,62750,2023,6,2,3,False,Winter
1888,466,2023-06-29,mercadolibre,pajamas,2,17338,34676,0,4507.88,34676,2023,6,2,3,False,Winter
1987,64,2023-06-30,mercadolibre,pajamas,2,16780,33560,0,4362.8,33560,2023,6,2,4,False,Winter
1486,95,2023-07-01,mercadolibre,towels,2,13091,26182,3500,3403.6600000000003,29682,2023,7,3,5,True,Winter
842,81,2023-07-01,mercadolibre,tshirts,1,13998,13998,3500,1819.74,17498,2023,7,3,5,True,Winter
1381,89,2023-07-01,mercadolibre,jackets,1,31584,31584,0,4105.92,31584,2023,7,3,5,True,Winter
582,294,2023-07-02,mercadolibre,towels,1,13311,13311,3500,1730.43,16811,2023,7,3,6,True,Winter
1183,7,2023-07-02,mercadolibre,pajamas,2,20795,41590,0,5406.7,41590,2023,7,3,6,True,Winter
612,487,2023-07-02,mercadolibre,tshirts,3,9343,28029,5500,3643.77,33529,2023,7,3,6,True,Winter
1678,18,2023-07-03,mercadolibre,shorts,1,13129,13129,3500,1706.77,16629,2023,7,3,0,False,Winter
1924,403,2023-07-03,mercadolibre,towels,1,10797,10797,3500,1403.61,14297,2023,7,3,0,False,Winter
660,5,2023-07-03,mercadolibre,towels,2,12270,24540,3500,3190.2000000000003,28040,2023,7,3,0,False,Winter
968,9,2023-07-04,mercadolibre,tshirts,2,14487,28974,5500,3766.62,34474,2023,7,3,1,False,Winter
228,26,2023-07-05,mercadolibre,shorts,1,13496,13496,5500,1754.48,18996,2023,7,3,2,False,Winter
165,45,2023-07-06,mercadolibre,pajamas,2,24606,49212,0,6397.56,49212,2023,7,3,3,False,Winter
1404,100,2023-07-07,mercadolibre,tshirts,3,9649,28947,3500,3763.11,32447,2023,7,3,4,False,Winter
5,24,2023-07-07,mercadolibre,socks,1,3061,3061,3500,397.93,6561,2023,7,3,4,False,Winter
138,63,2023-07-07,mercadolibre,shorts,1,10898,10898,3500,1416.74,14398,2023,7,3,4,False,Winter
1440,107,2023-07-08,mercadolibre,towels,3,13616,40848,0,5310.24,40848,2023,7,3,5,True,Winter
1990,107,2023-07-08,mercadolibre,shorts,2,16046,32092,0,4171.96,32092,2023,7,3,5,True,Winter
1125,302,2023-07-08,mercadolibre,pajamas,2,19549,39098,0,5082.74,39098,2023,7,3,5,True,Winter
150,13,2023-07-08,mercadolibre,socks,1,4543,4543,5500,590.59,10043,2023,7,3,5,True,Winter
838,39,2023-07-08,mercadolibre,tshirts,1,10441,10441,3500,1357.3300000000002,13941,2023,7,3,5,True,Winter
329,497,2023-07-09,mercadolibre,tshirts,2,13698,27396,5500,3561.48,32896,2023,7,3,6,True,Winter
1011,68,2023-07-10,mercadolibre,pajamas,3,17790,53370,0,6938.1,53370,2023,7,3,0,False,Winter
525,68,2023-07-10,mercadolibre,shorts,1,10004,10004,3500,1300.52,13504,2023,7,3,0,False,Winter
1219,226,2023-07-11,mercadolibre,tshirts,1,14445,14445,3500,1877.85,17945,2023,7,3,1,False,Winter
597,19,2023-07-11,mercadolibre,shorts,2,16019,32038,0,4164.9400000000005,32038,2023,7,3,1,False,Winter
1195,22,2023-07-11,mercadolibre,pajamas,2,15669,31338,0,4073.94,31338,2023,7,3,1,False,Winter
1663,83,2023-07-12,mercadolibre,pajamas,1,23422,23422,5500,3044.86,28922,2023,7,3,2,False,Winter
853,82,2023-07-12,mercadolibre,jackets,1,21756,21756,3500,2828.28,25256,2023,7,3,2,False,Winter
1611,97,2023-07-12,mercadolibre,tshirts,2,8994,17988,3500,2338.44,21488,2023,7,3,2,False,Winter
1787,19,2023-07-13,mercadolibre,towels,1,14636,14636,3500,1902.68,18136,2023,7,3,3,False,Winter
1359,46,2023-07-13,mercadolibre,shorts,1,15180,15180,3500,1973.4,18680,2023,7,3,3,False,Winter
295,8,2023-07-14,mercadolibre,shorts,1,10096,10096,3500,1312.48,13596,2023,7,3,4,False,Winter
1717,81,2023-07-15,mercadolibre,socks,1,5627,5627,5500,731.51,11127,2023,7,3,5,True,Winter
235,146,2023-07-15,mercadolibre,shorts,1,12621,12621,5500,1640.73,18121,2023,7,3,5,True,Winter
1458,63,2023-07-16,mercadolibre,pajamas,4,23035,92140,0,11978.2,92140,2023,7,3,6,True,Winter
579,358,2023-07-16,mercadolibre,towels,2,14683,29366,3500,3817.58,32866,2023,7,3,6,True,Winter
263,139,2023-07-16,mercadolibre,tshirts,1,10144,10144,3500,1318.72,13644,2023,7,3,6,True,Winter
865,326,2023-07-17,mercadolibre,jackets,2,32009,64018,0,8322.34,64018,2023,7,3,0,False,Winter
951,227,2023-07-17,mercadolibre,shorts,1,13647,13647,3500,1774.11,17147,2023,7,3,0,False,Winter
1680,14,2023-07-17,mercadolibre,jackets,1,24997,24997,3500,3249.61,28497,2023,7,3,0,False,Winter
1531,75,2023-07-18,mercadolibre,socks,1,3180,3180,3500,413.4,6680,2023,7,3,1,False,Winter
570,61,2023-07-18,mercadolibre,socks,1,5594,5594,5500,727.22,11094,2023,7,3,1,False,Winter
1146,364,2023-07-18,mercadolibre,shorts,1,11393,11393,5500,1481.09,16893,2023,7,3,1,False,Winter
671,103,2023-07-19,mercadolibre,tshirts,4,11469,45876,0,5963.88,45876,2023,7,3,2,False,Winter
29,57,2023-07-19,mercadolibre,towels,1,14396,14396,5500,1871.48,19896,2023,7,3,2,False,Winter
1773,202,2023-07-19,mercadolibre,pajamas,1,21817,21817,3500,2836.21,25317,2023,7,3,2,False,Winter
1134,10,2023-07-19,mercadolibre,jackets,2,21610,43220,0,5618.6,43220,2023,7,3,2,False,Winter
1475,89,2023-07-19,mercadolibre,jackets,1,24415,24415,3500,3173.9500000000003,27915,2023,7,3,2,False,Winter
1685,259,2023-07-20,mercadolibre,towels,3,12472,37416,0,4864.08,37416,2023,7,3,3,False,Winter
1400,96,2023-07-23,mercadolibre,socks,1,5707,5707,3500,741.9100000000001,9207,2023,7,3,6,True,Winter
1716,207,2023-07-23,mercadolibre,socks,2,5735,11470,3500,1491.1,14970,2023,7,3,6,True,Winter
1786,82,2023-07-23,mercadolibre,tshirts,4,10196,40784,0,5301.92,40784,2023,7,3,6,True,Winter
1173,375,2023-07-24,mercadolibre,jackets,2,23991,47982,0,6237.66,47982,2023,7,3,0,False,Winter
1093,487,2023-07-24,mercadolibre,towels,4,14990,59960,0,7794.8,59960,2023,7,3,0,False,Winter
1583,174,2023-07-25,mercadolibre,jackets,4,26096,104384,0,13569.92,104384,2023,7,3,1,False,Winter
577,4,2023-07-25,mercadolibre,shorts,1,13992,13992,3500,1818.96,17492,2023,7,3,1,False,Winter
932,58,2023-07-25,mercadolibre,pajamas,1,18382,18382,5500,2389.66,23882,2023,7,3,1,False,Winter
40,21,2023-07-26,mercadolibre,jackets,1,33396,33396,0,4341.4800000000005,33396,2023,7,3,2,False,Winter
1571,43,2023-07-26,mercadolibre,socks,1,4588,4588,3500,596.44,8088,2023,7,3,2,False,Winter
311,368,2023-07-27,mercadolibre,jackets,3,32081,96243,0,12511.59,96243,2023,7,3,3,False,Winter
583,73,2023-07-28,mercadolibre,shorts,2,15459,30918,0,4019.34,30918,2023,7,3,4,False,Winter
695,46,2023-07-28,mercadolibre,shorts,1,13315,13315,3500,1730.95,16815,2023,7,3,4,False,Winter
755,68,2023-07-28,mercadolibre,jackets,1,25764,25764,3500,3349.32,29264,2023,7,3,4,False,Winter
1733,246,2023-07-28,mercadolibre,tshirts,2,13909,27818,3500,3616.34,31318,2023,7,3,4,False,Winter
532,261,2023-07-28,mercadolibre,socks,1,5268,5268,3500,684.84,8768,2023,7,3,4,False,Winter
1367,21,2023-07-29,mercadolibre,socks,3,4641,13923,3500,1809.99,17423,2023,7,3,5,True,Winter
28,99,2023-07-30,mercadolibre,socks,2,3784,7568,5500,983.84,13068,2023,7,3,6,True,Winter
952,49,2023-07-30,mercadolibre,towels,1,12836,12836,3500,1668.68,16336,2023,7,3,6,True,Winter
1743,358,2023-07-30,mercadolibre,socks,3,5342,16026,3500,2083.38,19526,2023,7,3,6,True,Winter
11,5,2023-07-31,mercadolibre,towels,2,14402,28804,5500,3744.52,34304,2023,7,3,0,False,Winter
1840,58,2023-08-02,mercadolibre,tshirts,1,14690,14690,3500,1909.7,18190,2023,8,3,2,False,Winter
1256,47,2023-08-02,mercadolibre,tshirts,2,10764,21528,5500,2798.64,27028,2023,8,3,2,False,Winter
1492,5,2023-08-03,mercadolibre,shorts,4,15039,60156,0,7820.280000000001,60156,2023,8,3,3,False,Winter
639,85,2023-08-03,mercadolibre,pajamas,4,15922,63688,0,8279.44,63688,2023,8,3,3,False,Winter
1035,7,2023-08-03,mercadolibre,tshirts,4,14521,58084,0,7550.92,58084,2023,8,3,3,False,Winter
1532,3,2023-08-03,mercadolibre,socks,2,5708,11416,5500,1484.0800000000002,16916,2023,8,3,3,False,Winter
88,70,2023-08-03,mercadolibre,tshirts,3,14431,43293,0,5628.09,43293,2023,8,3,3,False,Winter
1799,82,2023-08-05,mercadolibre,pajamas,2,23420,46840,0,6089.2,46840,2023,8,3,5,True,Winter
110,39,2023-08-05,mercadolibre,towels,2,10093,20186,3500,2624.1800000000003,23686,2023,8,3,5,True,Winter
609,98,2023-08-05,mercadolibre,jackets,2,29435,58870,0,7653.1,58870,2023,8,3,5,True,Winter
1361,394,2023-08-06,mercadolibre,jackets,4,32168,128672,0,16727.36,128672,2023,8,3,6,True,Winter
1434,93,2023-08-07,mercadolibre,tshirts,1,11636,11636,5500,1512.68,17136,2023,8,3,0,False,Winter
1644,55,2023-08-07,mercadolibre,shorts,1,16844,16844,5500,2189.7200000000003,22344,2023,8,3,0,False,Winter
253,30,2023-08-08,mercadolibre,jackets,3,33083,99249,0,12902.37,99249,2023,8,3,1,False,Winter
51,198,2023-08-08,mercadolibre,jackets,2,23185,46370,0,6028.1,46370,2023,8,3,1,False,Winter
1430,193,2023-08-09,mercadolibre,tshirts,3,12871,38613,0,5019.6900000000005,38613,2023,8,3,2,False,Winter
1636,20,2023-08-09,mercadolibre,shorts,1,14823,14823,3500,1926.99,18323,2023,8,3,2,False,Winter
736,93,2023-08-10,mercadolibre,tshirts,1,14755,14755,3500,1918.15,18255,2023,8,3,3,False,Winter
661,99,2023-08-10,mercadolibre,towels,3,15496,46488,0,6043.4400000000005,46488,2023,8,3,3,False,Winter
182,35,2023-08-10,mercadolibre,jackets,1,23637,23637,3500,3072.81,27137,2023,8,3,3,False,Winter
699,15,2023-08-12,mercadolibre,jackets,4,27842,111368,0,14477.84,111368,2023,8,3,5,True,Winter
433,76,2023-08-13,mercadolibre,jackets,1,22515,22515,3500,2926.9500000000003,26015,2023,8,3,6,True,Winter
1975,25,2023-08-13,mercadolibre,socks,1,3039,3039,5500,395.07,8539,2023,8,3,6,True,Winter
478,75,2023-08-13,mercadolibre,towels,1,15965,15965,5500,2075.4500000000003,21465,2023,8,3,6,True,Winter
1503,49,2023-08-14,mercadolibre,jackets,1,29501,29501,3500,3835.13,33001,2023,8,3,0,False,Winter
303,163,2023-08-14,mercadolibre,jackets,2,32087,64174,0,8342.62,64174,2023,8,3,0,False,Winter
1897,29,2023-08-15,mercadolibre,jackets,2,21607,43214,0,5617.820000000001,43214,2023,8,3,1,False,Winter
1056,92,2023-08-17,mercadolibre,tshirts,1,9848,9848,5500,1280.24,15348,2023,8,3,3,False,Winter
206,63,2023-08-17,mercadolibre,shorts,4,16228,64912,0,8438.56,64912,2023,8,3,3,False,Winter
835,30,2023-08-17,mercadolibre,pajamas,2,21217,42434,0,5516.42,42434,2023,8,3,3,False,Winter
683,421,2023-08-18,mercadolibre,pajamas,2,21815,43630,0,5671.900000000001,43630,2023,8,3,4,False,Winter
1854,94,2023-08-19,mercadolibre,shorts,1,11351,11351,5500,1475.63,16851,2023,8,3,5,True,Winter
1338,23,2023-08-20,mercadolibre,jackets,1,25672,25672,5500,3337.36,31172,2023,8,3,6,True,Winter
53,437,2023-08-20,mercadolibre,socks,1,4982,4982,5500,647.66,10482,2023,8,3,6,True,Winter
344,457,2023-08-20,mercadolibre,pajamas,2,19752,39504,0,5135.52,39504,2023,8,3,6,True,Winter
1141,64,2023-08-21,mercadolibre,socks,2,4117,8234,3500,1070.42,11734,2023,8,3,0,False,Winter
379,325,2023-08-21,mercadolibre,towels,3,13356,40068,0,5208.84,40068,2023,8,3,0,False,Winter
1788,67,2023-08-23,mercadolibre,shorts,3,13071,39213,0,5097.6900000000005,39213,2023,8,3,2,False,Winter
1664,234,2023-08-25,mercadolibre,tshirts,1,14090,14090,3500,1831.7,17590,2023,8,3,4,False,Winter
1931,172,2023-08-25,mercadolibre,pajamas,3,21714,65142,0,8468.460000000001,65142,2023,8,3,4,False,Winter
1193,431,2023-08-26,mercadolibre,socks,1,3565,3565,3500,463.45,7065,2023,8,3,5,True,Winter
1246,54,2023-08-26,mercadolibre,jackets,1,22686,22686,3500,2949.1800000000003,26186,2023,8,3,5,True,Winter
1649,2,2023-08-26,mercadolibre,tshirts,4,12480,49920,0,6489.6,49920,2023,8,3,5,True,Winter
1537,93,2023-08-27,mercadolibre,tshirts,1,9568,9568,3500,1243.84,13068,2023,8,3,6,True,Winter
1885,413,2023-08-29,mercadolibre,tshirts,1,9732,9732,5500,1265.16,15232,2023,8,3,1,False,Winter
482,99,2023-08-29,mercadolibre,socks,1,3764,3764,5500,489.32,9264,2023,8,3,1,False,Winter
871,122,2023-08-29,mercadolibre,tshirts,3,14599,43797,0,5693.610000000001,43797,2023,8,3,1,False,Winter
450,85,2023-09-02,mercadolibre,jackets,3,34235,102705,0,13351.65,102705,2023,9,3,5,True,Spring
1299,58,2023-09-03,mercadolibre,tshirts,1,14070,14070,3500,1829.1,17570,2023,9,3,6,True,Spring
117,278,2023-09-03,mercadolibre,pajamas,1,24389,24389,3500,3170.57,27889,2023,9,3,6,True,Spring
1202,86,2023-09-03,mercadolibre,tshirts,1,14291,14291,3500,1857.83,17791,2023,9,3,6,True,Spring
1535,22,2023-09-04,mercadolibre,socks,2,4632,9264,3500,1204.32,12764,2023,9,3,0,False,Spring
726,478,2023-09-04,mercadolibre,shorts,1,13228,13228,3500,1719.64,16728,2023,9,3,0,False,Spring
1316,54,2023-09-05,mercadolibre,shorts,3,13196,39588,0,5146.4400000000005,39588,2023,9,3,1,False,Spring
846,31,2023-09-05,mercadolibre,jackets,1,27071,27071,3500,3519.23,30571,2023,9,3,1,False,Spring
348,405,2023-09-06,mercadolibre,jackets,1,24713,24713,3500,3212.69,28213,2023,9,3,2,False,Spring
1388,384,2023-09-07,mercadolibre,jackets,1,27272,27272,3500,3545.36,30772,2023,9,3,3,False,Spring
1520,108,2023-09-08,mercadolibre,shorts,1,13844,13844,5500,1799.72,19344,2023,9,3,4,False,Spring
801,494,2023-09-08,mercadolibre,tshirts,4,13824,55296,0,7188.4800000000005,55296,2023,9,3,4,False,Spring
1370,75,2023-09-08,mercadolibre,jackets,4,25881,103524,0,13458.12,103524,2023,9,3,4,False,Spring
1822,156,2023-09-09,mercadolibre,pajamas,2,24403,48806,0,6344.780000000001,48806,2023,9,3,5,True,Spring
188,218,2023-09-10,mercadolibre,shorts,1,12235,12235,3500,1590.55,15735,2023,9,3,6,True,Spring
1284,69,2023-09-10,mercadolibre,tshirts,4,9378,37512,0,4876.56,37512,2023,9,3,6,True,Spring
709,3,2023-09-10,mercadolibre,socks,2,4582,9164,5500,1191.32,14664,2023,9,3,6,True,Spring
1175,86,2023-09-11,mercadolibre,towels,1,14546,14546,3500,1890.98,18046,2023,9,3,0,False,Spring
186,5,2023-09-12,mercadolibre,tshirts,2,13535,27070,5500,3519.1,32570,2023,9,3,1,False,Spring
1506,100,2023-09-12,mercadolibre,shorts,1,12836,12836,3500,1668.68,16336,2023,9,3,1,False,Spring
1774,12,2023-09-12,mercadolibre,pajamas,1,24407,24407,5500,3172.9100000000003,29907,2023,9,3,1,False,Spring
1441,19,2023-09-12,mercadolibre,towels,1,12504,12504,3500,1625.52,16004,2023,9,3,1,False,Spring
1421,79,2023-09-12,mercadolibre,towels,1,10556,10556,5500,1372.28,16056,2023,9,3,1,False,Spring
1450,493,2023-09-13,mercadolibre,socks,4,4237,16948,3500,2203.24,20448,2023,9,3,2,False,Spring
1396,58,2023-09-15,mercadolibre,towels,3,9155,27465,3500,3570.4500000000003,30965,2023,9,3,4,False,Spring
1869,23,2023-09-16,mercadolibre,pajamas,4,15295,61180,0,7953.400000000001,61180,2023,9,3,5,True,Spring
